1,1,1887,1500,0,1118,21,361,21,1092,15,1098,50,21,31,29,10,0,0,0,46,112,86,215,639
1,2,1658,1300,0,1031,63,206,63,1013,14,1062,50,23,45,27,0,0,0,0,45,85,83,129,720
1,3,2102,1600,0,1175,21,404,21,1175,18,1178,50,36,32,14,9,0,0,0,66,67,94,168,783
1,4,1605,1200,0,784,45,371,45,780,7,818,50,35,27,15,3,0,0,0,33,78,59,79,569
1,5,2191,1700,0,1132,25,543,25,1123,17,1131,50,39,53,11,7,0,0,0,57,79,158,34,803
1,6,1689,1400,0,1016,102,282,102,1014,20,1096,50,31,35,19,4,0,0,0,44,146,70,245,591
1,7,1781,1400,0,947,34,419,34,947,12,969,50,18,33,32,3,0,0,0,40,47,77,62,743
1,8,1865,1400,0,1034,45,321,45,1034,24,1055,50,34,42,16,4,0,0,0,38,114,77,150,676
1,9,1856,1500,0,1073,48,379,48,1073,21,1100,50,31,34,19,3,0,0,0,41,128,84,130,717
1,10,1915,1500,0,1091,26,383,26,1065,24,1067,50,27,32,23,2,0,0,0,37,91,58,143,738
1,11,2771,1900,0,1408,17,475,17,1408,36,1389,50,33,48,17,2,0,0,0,49,97,70,33,1140
1,12,2411,1900,0,1225,60,615,60,1225,22,1263,50,31,61,19,3,0,0,0,31,47,78,41,1066
1,13,2403,1900,0,1225,21,654,21,1224,18,1227,50,49,31,1,9,0,0,0,36,62,59,48,1022
1,14,2145,1600,0,1114,12,474,12,1109,25,1096,50,31,35,19,5,0,0,0,62,79,70,137,748
1,15,1917,1500,0,987,26,487,26,987,27,986,50,30,33,20,3,0,0,0,43,90,76,97,680
1,16,3202,2600,0,1734,55,811,55,1731,32,1754,50,46,50,4,1,0,0,0,64,90,112,297,1191
1,17,2434,1900,0,1373,41,486,41,1308,23,1326,60,43,64,17,5,0,0,0,66,82,61,83,1034
1,18,2215,1700,0,1060,68,572,68,1060,20,1108,50,31,37,19,5,0,0,0,33,45,57,161,812
1,19,1944,1500,0,1078,40,382,40,1078,26,1092,50,38,86,12,2,0,0,0,43,55,84,83,827
1,20,2013,1600,0,1023,21,556,21,1023,23,1021,50,41,36,9,3,0,0,0,64,105,77,196,579
1,21,2133,1700,0,1163,34,503,34,1163,20,1177,50,41,35,9,5,0,0,0,28,58,89,238,764
1,22,1896,1500,0,1053,50,397,50,1053,14,1089,50,28,110,22,5,0,0,0,44,60,78,134,773
1,23,1791,1400,0,979,21,400,21,976,23,974,50,43,47,7,1,0,0,0,51,116,79,277,451
1,24,2196,1700,0,1103,18,579,18,1103,19,1102,50,26,98,24,3,0,0,0,33,54,99,171,745
1,25,2156,1600,0,1241,25,334,25,1240,23,1242,50,36,67,14,10,0,0,0,37,68,89,201,847
1,26,2012,1500,0,987,91,422,89,986,20,1055,50,30,34,20,4,0,0,0,42,127,91,255,540
1,27,1714,1400,0,934,50,416,50,932,12,970,50,34,22,16,5,0,0,0,53,83,74,167,593
1,28,939,700,0,549,20,131,20,549,33,536,40,19,47,21,0,0,0,0,21,30,43,88,354
1,29,2246,1700,0,1099,53,548,53,1099,22,1130,50,38,62,12,6,0,0,0,38,61,91,198,742
1,30,1774,1400,0,953,10,437,10,953,20,943,50,18,45,32,5,0,0,0,35,41,66,198,603
1,31,1888,1600,0,1157,36,407,36,1157,18,1175,40,38,36,2,94,0,0,0,69,144,72,248,642
1,32,1874,1700,0,1244,13,443,13,1216,24,1205,70,59,45,11,2,0,0,0,37,62,72,49,985
1,33,3166,2500,0,1792,44,664,44,1788,23,1809,82,65,47,17,4,0,0,0,55,92,106,73,1483
1,34,2432,1700,0,1235,173,292,173,1235,17,1391,50,43,44,7,6,0,0,0,54,124,69,231,913
1,35,1833,1300,0,999,95,206,95,999,16,1078,50,34,150,16,3,0,0,0,48,106,74,127,723
1,36,1830,1400,0,941,45,414,45,941,21,965,50,49,58,1,2,0,0,0,54,76,82,114,639
1,37,1237,900,0,759,51,90,51,757,14,794,40,18,24,22,4,0,0,0,36,113,53,187,405
1,38,2038,1600,0,1062,67,471,67,1062,17,1112,60,47,27,13,4,0,0,0,58,84,91,121,758
1,39,2003,1600,0,927,48,625,48,927,10,965,70,48,11,22,6,0,0,0,46,127,63,171,558
1,40,1936,1600,0,1129,36,435,36,1110,16,1130,70,55,53,15,2,0,0,0,66,166,106,227,565
1,41,1961,1500,0,1016,49,435,49,1014,18,1045,50,27,82,23,2,0,0,0,53,104,27,66,795
1,42,2065,1600,0,1136,34,430,34,1102,16,1120,50,30,58,20,1,0,0,0,39,93,83,53,852
1,43,2453,1750,0,1550,85,115,83,1526,34,1575,50,44,121,6,3,0,0,0,106,174,78,220,997
1,44,1621,2100,0,1165,456,479,456,1165,25,1596,50,19,37,31,4,0,0,0,58,173,93,272,1000
1,45,860,1100,0,852,8,240,8,851,10,849,70,53,70,17,2,0,0,0,26,120,61,124,518
1,46,1413,1100,0,795,9,296,9,794,20,783,50,16,42,34,6,0,0,0,53,110,47,148,425
1,47,2998,2300,0,1559,50,691,50,1558,36,1572,70,49,53,21,7,0,0,0,63,229,128,352,800
1,48,2606,1600,0,1424,19,157,19,1422,39,1402,50,31,36,19,11,0,0,0,104,195,110,249,744
1,49,2204,1700,0,1193,11,496,11,1193,27,1177,50,30,59,20,7,0,0,0,71,135,74,119,778
1,50,1973,2400,0,1011,17,1372,17,1003,8,1012,50,32,15,18,4,0,0,0,54,81,74,102,701
1,51,2564,2000,0,1436,72,492,71,1436,22,1485,50,42,51,8,4,0,0,0,47,78,100,61,1199
1,52,1892,1400,0,1203,29,168,29,1203,17,1215,50,32,187,18,2,0,0,0,55,163,117,291,589
1,53,2429,1900,0,1290,54,556,54,1277,16,1315,50,31,57,19,7,0,0,0,65,178,81,259,732
1,54,2391,1900,0,1293,76,531,76,1293,20,1349,50,46,62,4,4,0,0,0,42,67,76,54,1110
1,55,2240,1500,0,1015,258,227,258,1007,19,1246,50,33,69,17,7,0,0,0,81,151,75,205,734
1,56,2552,2000,0,1413,26,561,26,1408,24,1410,50,30,38,20,4,0,0,0,117,191,74,277,751
1,57,1051,1400,0,930,55,415,55,920,9,966,50,46,59,4,69,0,0,0,51,44,65,100,706
1,58,1545,1200,0,793,54,353,54,793,8,839,50,29,50,21,2,0,0,0,27,76,47,50,639
1,59,2186,1800,0,1137,8,655,8,1134,15,1127,50,32,31,18,3,0,0,0,62,158,77,226,604
1,60,1440,1100,0,742,56,302,56,742,3,795,50,21,42,29,3,0,0,0,25,50,61,32,627
1,61,2007,1600,0,956,65,579,65,956,13,1008,50,30,58,20,2,0,0,0,65,93,53,103,694
1,62,2026,2000,0,1039,0,961,0,1038,16,1022,0,0,26,0,0,0,0,0,58,144,66,374,380
1,63,712,800,0,664,0,136,0,664,80,584,0,0,1,0,0,0,0,0,49,44,17,59,415
1,66,232,700,0,0,221,479,221,0,5,216,0,0,6,0,0,0,0,0,24,22,13,24,133
1,68,2197,2200,0,2174,0,26,0,2174,4,2170,0,0,0,0,0,0,0,0,33,91,6,43,1997
1,69,2102,2100,0,2075,0,25,0,2075,0,2075,0,0,0,0,0,0,0,0,30,85,5,45,1910
1,70,1513,1500,0,1487,0,13,0,1487,0,1487,0,0,0,0,0,0,0,0,35,70,6,21,1355
1,71,1489,1500,0,1459,0,41,0,1459,0,1459,0,0,0,0,0,0,0,0,15,43,6,9,1386
1,72,468,500,0,468,0,32,0,468,7,461,0,0,0,0,0,0,0,0,12,12,21,35,381
1,73,1014,1000,0,400,600,0,600,400,0,1000,0,0,18,0,0,0,0,0,1,10,4,9,976
1,1994,2278,2300,0,2218,0,82,0,2218,0,2218,0,0,0,0,0,0,0,0,25,67,2,20,2104
1,1995,2201,2200,0,2197,0,3,0,2197,0,2197,0,0,0,0,0,0,0,0,11,28,18,30,2110
2,74,1545,1400,0,1082,71,247,71,1077,29,1119,50,48,19,2,1,0,0,0,31,72,47,70,899
2,75,2172,1500,0,1274,55,171,55,1274,39,1290,70,60,78,10,2,0,0,0,50,134,79,148,879
2,76,1660,1200,0,1030,20,150,20,1029,8,1041,40,39,39,1,4,0,0,0,36,148,93,285,479
2,77,1771,1200,0,1119,15,66,15,1115,23,1107,40,24,88,16,2,0,0,0,51,145,83,249,579
2,78,1789,1200,0,1040,10,150,10,1038,17,1031,50,46,90,4,3,0,0,0,54,94,110,251,522
2,79,1784,1200,0,1172,19,9,19,1169,17,1171,50,41,48,9,4,0,0,0,23,127,93,241,687
2,80,1764,1200,0,967,11,222,11,967,16,962,40,32,43,8,4,0,0,0,65,155,79,182,481
2,81,1858,1300,0,1020,23,257,23,1020,21,1022,50,47,113,3,2,0,0,0,44,144,66,249,519
2,82,1973,1400,0,1198,35,167,35,1197,26,1206,60,59,31,1,2,0,0,0,64,156,87,263,636
2,83,1682,1200,0,1095,32,73,32,1094,14,1112,35,32,48,3,0,0,0,0,40,149,92,139,692
2,84,1343,1000,0,850,7,143,7,849,23,833,70,60,22,10,127,0,0,0,65,131,58,98,481
2,85,2334,1600,0,1384,100,116,100,1382,22,1460,70,68,72,2,1,0,0,0,66,189,112,73,1020
2,86,2337,1600,0,1320,27,253,27,1318,12,1333,60,52,36,8,2,0,0,0,48,105,34,91,1055
2,87,2371,1800,0,1411,30,359,30,1410,30,1410,90,88,44,2,3,0,0,0,107,226,99,36,942
2,88,1684,1100,0,1031,8,61,8,1027,23,1012,40,35,55,5,7,0,0,0,55,163,87,189,518
2,89,2358,1700,0,1652,18,30,18,1652,14,1656,55,50,86,5,4,0,0,0,80,106,101,224,1145
2,90,1788,1300,0,1227,16,57,16,1217,18,1215,40,37,52,3,3,0,0,0,35,86,78,240,776
2,91,1804,1300,0,1109,17,174,17,1106,25,1098,30,30,102,0,2,0,0,0,66,165,79,262,526
2,92,1898,1600,0,1277,78,245,78,1243,16,1305,40,39,18,1,4,0,0,0,62,143,88,279,733
2,93,1816,1500,0,1277,65,158,65,1275,56,1284,50,44,105,6,1,0,0,0,64,210,84,250,676
2,94,1738,1400,0,1281,63,56,63,1281,17,1327,40,32,28,8,2,0,0,0,53,140,63,179,892
2,95,1969,1400,0,1081,28,291,28,1076,15,1089,50,49,51,1,3,0,0,0,53,141,91,175,629
2,96,2774,1900,0,1620,8,272,8,1616,40,1584,65,65,40,0,4,0,0,0,106,199,110,339,830
2,97,1725,1200,0,1144,23,33,23,1140,19,1144,50,47,28,3,4,0,0,0,53,160,82,236,613
2,98,1704,1200,0,958,13,229,13,946,14,945,50,50,44,0,0,0,0,0,45,135,89,193,483
2,99,1740,1200,0,1010,6,184,6,1009,16,999,50,37,24,13,1,0,0,0,71,135,93,220,480
2,100,1812,1400,0,1265,19,116,19,1232,14,1237,50,35,52,15,0,0,0,0,75,149,80,235,698
2,101,1960,1400,0,1262,22,116,22,1255,12,1265,40,33,30,7,2,0,0,0,67,188,103,329,578
2,102,1838,1400,0,1278,17,105,17,1274,20,1271,40,39,28,1,8,0,0,0,39,115,78,145,894
2,103,1715,1400,0,1233,27,140,27,1230,27,1230,40,34,15,6,0,0,0,0,95,160,89,227,659
2,104,2070,1700,0,1329,21,350,21,1322,23,1320,50,45,51,5,3,0,0,0,66,206,110,364,574
2,105,2162,1600,0,1288,62,250,62,1282,34,1310,40,37,23,3,0,0,0,0,77,186,122,335,590
2,106,1839,1400,0,1282,30,88,30,1282,30,1282,50,45,82,5,1,0,0,0,48,191,80,159,804
2,107,2404,1600,0,1574,21,5,21,1573,24,1570,60,48,33,12,9,0,0,0,87,230,119,411,723
2,108,1640,1200,0,1104,26,70,26,1101,21,1106,40,31,55,9,0,0,0,0,44,190,106,244,522
2,109,2256,1600,0,1379,21,200,21,1379,27,1373,40,24,34,16,0,0,0,0,27,72,65,243,966
2,110,1897,1300,0,1207,42,51,42,1193,31,1204,60,59,38,1,1,0,0,0,9,67,9,95,1024
2,111,1822,1400,0,1211,14,175,14,1199,22,1191,80,78,54,2,0,0,0,0,58,191,100,259,583
2,112,1356,1000,0,794,19,187,19,793,13,799,40,34,31,6,2,0,0,0,34,128,79,191,367
2,113,1721,1400,0,1209,35,156,35,1209,12,1232,40,26,19,14,2,0,0,0,47,150,69,221,745
2,114,2008,1500,0,1329,27,144,27,1329,19,1337,45,37,23,8,1,0,0,0,38,212,96,383,608
2,115,2287,1600,0,1381,10,209,10,1375,16,1369,60,58,43,2,3,0,0,0,95,228,75,337,634
2,116,1926,1400,0,1215,20,165,20,1214,20,1214,40,37,38,3,4,0,0,0,48,193,92,234,647
2,117,2422,1800,0,1637,48,115,48,1631,33,1646,60,48,64,12,5,0,0,0,20,136,44,278,1168
2,118,2202,1900,0,1505,30,365,25,1482,23,1484,40,33,264,7,3,0,0,0,46,233,101,298,806
2,119,2041,1500,0,1291,28,181,28,1285,21,1292,40,30,66,10,6,0,0,0,4,70,9,163,1046
2,120,1738,1400,0,1329,60,11,60,1329,24,1365,50,35,47,15,2,0,0,0,36,85,52,99,1093
2,121,1914,1400,0,1191,38,171,38,1190,21,1207,40,30,63,10,1,0,0,0,38,193,96,297,583
